symbol,name,sector,industry,lending
2120,ネクスト,Industrials,サービス業,信用
2121,ミクシィ,Industrials,サービス業,信用
2122,インタースペース,Industrials,サービス業,信用
2124,ジェイエイシーリクルートメント,Industrials,サービス業,信用
2127,日本Ｍ＆Ａセンター,Industrials,サービス業,貸借
2128,ノバレーゼ,Industrials,サービス業,貸借
2131,アコーディア・ゴルフ,Industrials,サービス業,貸借
2132,アイレップ,Industrials,サービス業,信用
2134,燦キャピタルマネージメント,Industrials,サービス業,信用
2136,ヒップ,Industrials,サービス業,信用
2138,クルーズ,Communication Services,情報･通信業,貸借
2139,中広,Industrials,サービス業,信用
2144,やまねメディカル,Industrials,サービス業,信用
2145,データリンクス,Industrials,サービス業,信用
2146,ＵＴホールディングス,Industrials,サービス業,信用
2148,アイティメディア,Industrials,サービス業,信用
2150,ケアネット,Industrials,サービス業,信用
2151,タケエイ,Industrials,サービス業,信用
2152,幼児活動研究会,Industrials,サービス業,信用
2153,Ｅ・Ｊホールディングス,Industrials,サービス業,信用
2154,トラスト・テック,Industrials,サービス業,信用
2155,カービュー,Industrials,サービス業,その他
2156,セーラー広告,Industrials,サービス業,信用
2157,コシダカホールディングス,Industrials,サービス業,貸借
2158,ＵＢＩＣ,Industrials,サービス業,信用
2159,フルスピード,Industrials,サービス業,信用
2160,ジーエヌアイグループ,Healthcare,医薬品,信用
2162,日本マニュファクチャリングサービス,Industrials,サービス業,信用
2163,アルトナー,Industrials,サービス業,信用
2164,地域新聞社,Industrials,サービス業,信用
2165,メガロス,Industrials,サービス業,信用
2168,パソナグループ,Industrials,サービス業,貸借
2169,ＣＤＳ,Industrials,サービス業,貸借
2170,リンクアンドモチベーション,Industrials,サービス業,貸借
2173,博展,Industrials,サービス業,貸借
2174,ＧＣＡサヴィアン,Industrials,サービス業,貸借
2175,エス・エム・エス,Industrials,サービス業,信用
2176,イナリサーチ,Industrials,サービス業,信用
2178,トライステージ,Industrials,サービス業,信用
2179,成学社,Industrials,サービス業,貸借
2180,サニーサイドアップ,Industrials,サービス業,信用
2181,テンプホールディングス,Industrials,サービス業,貸借
2183,リニカル,Industrials,サービス業,信用
2185,シイエム・シイ,Industrials,サービス業,信用
2186,ソーバル,Industrials,サービス業,信用
2191,テラ,Industrials,サービス業,貸借
2193,クックパッド,Industrials,サービス業,信用
2195,アミタホールディングス,Industrials,サービス業,信用
2196,エスクリ,Industrials,サービス業,信用
2198,アイ・ケイ・ケイ,Industrials,サービス業,貸借
2201,森永製菓,Consumer Defensive,食料品,貸借
2204,中村屋,Consumer Defensive,食料品,貸借
2206,江崎グリコ,Consumer Defensive,食料品,貸借
2207,名糖産業,Consumer Defensive,食料品,信用
2208,ブルボン,Consumer Defensive,食料品,信用
2209,井村屋グループ,Consumer Defensive,食料品,信用
2211,不二家,Consumer Defensive,食料品,貸借
2212,山崎製パン,Consumer Defensive,食料品,貸借
2215,第一屋製パン,Consumer Defensive,食料品,貸借
2216,カンロ,Consumer Defensive,食料品,信用
2217,モロゾフ,Consumer Defensive,食料品,貸借
2220,亀田製菓,Consumer Defensive,食料品,貸借
2221,岩塚製菓,Consumer Defensive,食料品,信用
2222,寿スピリッツ,Consumer Defensive,食料品,貸借
2224,コモ,Consumer Defensive,食料品,信用
2226,フレンテ,Consumer Defensive,食料品,貸借
2228,シベール,Consumer Defensive,食料品,信用
2229,カルビー,Consumer Defensive,食料品,貸借
2264,森永乳業,Consumer Defensive,食料品,貸借
2266,六甲バター,Consumer Defensive,食料品,貸借
2267,ヤクルト本社,Consumer Defensive,食料品,貸借
2268,Ｂ−Ｒ　サーティワン　アイスクリーム,Consumer Defensive,食料品,信用
2269,明治ホールディングス,Consumer Defensive,食料品,貸借
2270,雪印メグミルク,Consumer Defensive,食料品,貸借
2281,プリマハム,Consumer Defensive,食料品,貸借
2282,日本ハム,Consumer Defensive,食料品,貸借
2284,伊藤ハム,Consumer Defensive,食料品,貸借
2286,林兼産業,Consumer Defensive,食料品,貸借
2288,丸大食品,Consumer Defensive,食料品,貸借
2290,米久,Consumer Defensive,食料品,貸借
2291,福留ハム,Consumer Defensive,食料品,信用
2292,Ｓ　Ｆｏｏｄｓ,Consumer Defensive,食料品,貸借
2293,滝沢ハム,Consumer Defensive,食料品,信用
2294,柿安本店,Consumer Defensive,食料品,貸借
2300,きょくとう,Industrials,サービス業,信用
2301,学情,Industrials,サービス業,貸借
2303,ドーン,Communication Services,情報･通信業,信用
2304,ＣＳＳホールディングス,Industrials,サービス業,貸借
2305,スタジオアリス,Industrials,サービス業,貸借
2307,クロスキャット,Communication Services,情報･通信業,信用
2309,シミックホールディングス,Industrials,サービス業,貸借
2311,エプコ,Industrials,サービス業,信用
2315,ＳＪＩ,Communication Services,情報･通信業,貸借
2317,システナ,Communication Services,情報･通信業,貸借
2321,ソフトフロント,Communication Services,情報･通信業,信用
2323,ｆｏｎｆｕｎ,Communication Services,情報･通信業,信用
2325,日本上下水道設計,Industrials,サービス業,貸借
2326,デジタルアーツ,Communication Services,情報･通信業,貸借
2327,新日鉄住金ソリューションズ,Communication Services,情報･通信業,貸借
2329,東北新社,Communication Services,情報･通信業,信用
2330,ＳｍａｒｔＥｂｏｏｋ．ｃｏｍ,Communication Services,情報･通信業,信用
2331,綜合警備保障,Industrials,サービス業,貸借
2332,クエスト,Communication Services,情報･通信業,貸借
2335,キューブシステム,Communication Services,情報･通信業,貸借
2337,いちごグループホールディングス,Industrials,サービス業,貸借
2338,ファステップス,Communication Services,情報･通信業,信用
2340,極楽湯,Industrials,サービス業,信用
2341,アルバイトタイムス,Industrials,サービス業,信用
2342,トランスジェニック,Industrials,サービス業,信用
2344,平安レイサービス,Industrials,サービス業,信用
2345,システム・テクノロジー・アイ,Communication Services,情報･通信業,信用
2349,エヌアイデイ,Communication Services,情報･通信業,信用
2351,ＡＳＪ,Communication Services,情報･通信業,信用
2352,エイジア,Communication Services,情報･通信業,信用
2353,日本駐車場開発,Real Estate,不動産業,信用
2354,安川情報システム,Communication Services,情報･通信業,信用
2359,コア,Communication Services,情報･通信業,貸借
2362,夢真ホールディングス,Industrials,サービス業,貸借
2369,メディビックグループ,Industrials,サービス業,信用
2370,メディネット,Industrials,サービス業,信用
2371,カカクコム,Industrials,サービス業,貸借
2372,アイロムホールディングス,Industrials,サービス業,貸借
2373,ケア２１,Industrials,サービス業,信用
2374,セントケア・ホールディング,Industrials,サービス業,信用
2375,スリープログループ,Industrials,サービス業,信用
2376,サイネックス,Industrials,サービス業,信用
2378,ルネサンス,Industrials,サービス業,貸借
2379,ディップ,Industrials,サービス業,貸借
2384,ＳＢＳホールディングス,Industrials,陸運業,貸借
2385,総医研ホールディングス,Industrials,サービス業,信用
2388,ウェッジホールディングス,Financials,その他金融業,信用
2389,オプト,Industrials,サービス業,貸借
2391,プラネット,Industrials,サービス業,信用
2393,日本ケアサプライ,Industrials,サービス業,信用
2395,新日本科学,Industrials,サービス業,貸借
2397,ＤＮＡチップ研究所,Industrials,サービス業,信用
2398,ツクイ,Industrials,サービス業,貸借
2399,綜合臨床ホールディングス,Industrials,サービス業,信用
2400,メッセージ,Industrials,サービス業,貸借
2402,アマナ,Industrials,サービス業,貸借
2404,鉄人化計画,Industrials,サービス業,貸借
2405,フジコー,Industrials,サービス業,貸借
2406,アルテ　サロン　ホールディングス,Industrials,サービス業,信用
2408,ＫＧ情報,Industrials,サービス業,信用
2410,キャリアデザインセンター,Industrials,サービス業,信用
2411,ゲンダイエージェンシー,Communication Services,情報･通信業,貸借
2412,ベネフィット・ワン,Industrials,サービス業,貸借
2413,エムスリー,Industrials,サービス業,貸借
2415,ヒューマンホールディングス,Industrials,サービス業,信用
2417,ツヴァイ,Industrials,サービス業,信用
2418,ツカダ・グローバルホールディング,Industrials,サービス業,貸借
2425,ケアサービス,Industrials,サービス業,信用
2427,アウトソーシング,Industrials,サービス業,貸借
2428,ウェルネット,Industrials,サービス業,信用
2429,ワールドホールディングス,Industrials,サービス業,貸借
2432,ディー・エヌ・エー,Industrials,サービス業,貸借
2433,博報堂ＤＹホールディングス,Industrials,サービス業,貸借
2435,シダー,Industrials,サービス業,貸借
2436,共同ピーアール,Industrials,サービス業,信用
2437,シンワアートオークション,Industrials,サービス業,信用
2438,アスカネット,Industrials,サービス業,信用
2440,ぐるなび,Industrials,サービス業,貸借
2445,エスアールジータカミヤ,Industrials,サービス業,信用
2449,プラップジャパン,Industrials,サービス業,信用
2450,一休,Industrials,サービス業,貸借
2453,ジャパンベストレスキューシステム,Industrials,サービス業,貸借
2454,オールアバウト,Industrials,サービス業,信用
2458,夢テクノロジー,Industrials,サービス業,信用
2459,アウンコンサルティング,Industrials,サービス業,信用
2461,ファンコミュニケーションズ,Industrials,サービス業,貸借
2462,ジェイコムホールディングス,Industrials,サービス業,貸借
2464,ビジネス・ブレークスルー,Industrials,サービス業,信用
2466,ＰＧＭホールディングス,Industrials,サービス業,貸借
2468,フュートレック,Industrials,サービス業,貸借
2469,ヒビノ,Industrials,サービス業,信用
2471,エスプール,Industrials,サービス業,信用
2475,ＷＤＢホールディングス,Industrials,サービス業,信用
2477,比較．ｃｏｍ,Industrials,サービス業,信用
2479,ジェイテック,Industrials,サービス業,信用
2480,システム・ロケーション,Industrials,サービス業,信用
2481,タウンニュース社,Industrials,サービス業,貸借
2483,翻訳センター,Industrials,サービス業,信用
2484,夢の街創造委員会,Communication Services,情報･通信業,貸借
2485,ティア,Industrials,サービス業,貸借
2487,ＣＤＧ,Industrials,サービス業,貸借
2488,日本サード・パーティ,Industrials,サービス業,信用
2489,アドウェイズ,Industrials,サービス業,信用
2491,バリューコマース,Industrials,サービス業,貸借
2492,インフォマート,Industrials,サービス業,信用
2493,イーサポートリンク,Industrials,サービス業,信用
2497,ユナイテッド,Industrials,サービス業,貸借
2498,ＡＣＫグループ,Industrials,サービス業,信用
2499,日本和装ホールディングス,Industrials,サービス業,信用
2501,サッポロホールディングス,Consumer Defensive,食料品,貸借
2502,アサヒグループホールディングス,Consumer Defensive,食料品,貸借
2503,キリンホールディングス,Consumer Defensive,食料品,貸借
2531,宝ホールディングス,Consumer Defensive,食料品,貸借
2533,オエノンホールディングス,Consumer Defensive,食料品,貸借
2538,ジャパン・フード＆リカー・アライアンス,Consumer Defensive,食料品,貸借
2540,養命酒製造,Consumer Defensive,食料品,信用
2573,北海道コカ・コーラボトリング,Consumer Defensive,食料品,信用
2579,コカ・コーラウエスト,Consumer Defensive,食料品,貸借
2580,コカ・コーライーストジャパン,Consumer Defensive,食料品,貸借
2586,フルッタフルッタ,Consumer Defensive,食料品,信用
2587,サントリー食品インターナショナル,Consumer Defensive,食料品,貸借
2588,ウォーターダイレクト,Consumer Defensive,食料品,信用
2590,ダイドードリンコ,Consumer Defensive,食料品,貸借
2593,伊藤園,Consumer Defensive,食料品,貸借
2594,キーコーヒー,Consumer Defensive,食料品,貸借
2597,ユニカフェ,Consumer Defensive,食料品,信用
2599,ジャパンフーズ,Consumer Defensive,食料品,貸借
2602,日清オイリオグループ,Consumer Defensive,食料品,貸借
2607,不二製油,Consumer Defensive,食料品,貸借
2608,ボーソー油脂,Consumer Defensive,食料品,信用
2611,攝津製油,Consumer Defensive,食料品,信用
2612,かどや製油,Consumer Defensive,食料品,信用
2613,Ｊ−オイルミルズ,Consumer Defensive,食料品,貸借
2651,ローソン,Consumer Cyclical,小売業,貸借
2652,まんだらけ,Consumer Cyclical,小売業,信用
2653,イオン九州,Consumer Cyclical,小売業,信用
2654,アスモ,Industrials,卸売業,信用
2655,マックスバリュ東北,Consumer Cyclical,小売業,信用
2656,ベクター,Consumer Cyclical,小売業,信用
2658,ウライ,Industrials,卸売業,信用
2659,サンエー,Consumer Cyclical,小売業,貸借
2662,ダイユーエイト,Consumer Cyclical,小売業,信用
2664,カワチ薬品,Consumer Cyclical,小売業,信用
2666,オートウェーブ,Consumer Cyclical,小売業,信用
2667,イメージ　ワン,Industrials,卸売業,貸借
2668,タビオ,Industrials,卸売業,信用
2669,カネ美食品,Consumer Cyclical,小売業,貸借
2670,エービーシー・マート,Consumer Cyclical,小売業,貸借
2673,夢みつけ隊,Consumer Cyclical,小売業,信用
2674,ハードオフコーポレーション,Consumer Cyclical,小売業,貸借
2675,ダイナック,Consumer Cyclical,小売業,信用
2676,高千穂交易,Industrials,卸売業,貸借
2678,アスクル,Consumer Cyclical,小売業,貸借
2681,ゲオホールディングス,Consumer Cyclical,小売業,貸借
2683,魚喜,Consumer Cyclical,小売業,信用
2685,アダストリアホールディングス,Consumer Cyclical,小売業,貸借
2687,シー・ヴイ・エス・ベイエリア,Consumer Cyclical,小売業,貸借
2689,カワニシホールディングス,Industrials,卸売業,貸借
2692,伊藤忠食品,Industrials,卸売業,信用
2693,ＹＫＴ,Industrials,卸売業,信用
2694,ジー・テイスト,Consumer Cyclical,小売業,貸借
2695,くらコーポレーション,Consumer Cyclical,小売業,貸借
2698,キャンドゥ,Consumer Cyclical,小売業,貸借
2700,木徳神糧,Industrials,卸売業,信用
2702,日本マクドナルドホールディングス,Consumer Cyclical,小売業,貸借
2703,日本ライトン,Industrials,卸売業,貸借
2705,大戸屋ホールディングス,Consumer Cyclical,小売業,貸借
2706,ブロッコリー,Industrials,その他製品,信用
2708,久世,Industrials,卸売業,信用
2710,シーエスロジネット,Industrials,卸売業,信用
2712,スターバックス　コーヒー　ジャパン,Consumer Cyclical,小売業,その他
2714,プラマテルズ,Industrials,卸売業,信用
2715,エレマテック,Industrials,卸売業,貸借
2719,キタムラ,Consumer Cyclical,小売業,貸借
2721,ジェイホールディングス,Industrials,卸売業,信用
2722,アイケイ,Consumer Cyclical,小売業,信用
2726,パル,Consumer Cyclical,小売業,信用
2729,ＪＡＬＵＸ,Industrials,卸売業,貸借
2730,エディオン,Consumer Cyclical,小売業,貸借
2733,あらた,Industrials,卸売業,貸借
2734,サーラコーポレーション,Consumer Cyclical,小売業,貸借
2735,ワッツ,Consumer Cyclical,小売業,信用
2736,サダマツ,Consumer Cyclical,小売業,信用
2737,トーメンデバイス,Industrials,卸売業,信用
2742,ハローズ,Consumer Cyclical,小売業,信用
2743,ハイブリッド・サービス,Industrials,卸売業,貸借
2747,北雄ラッキー,Consumer Cyclical,小売業,信用
2749,ＪＰホールディングス,Industrials,サービス業,貸借
2750,石光商事,Industrials,卸売業,信用
2751,テンポスバスターズ,Industrials,卸売業,貸借
2752,フジオフードシステム,Consumer Cyclical,小売業,信用
2753,あみやき亭,Consumer Cyclical,小売業,信用
2754,東葛ホールディングス,Consumer Cyclical,小売業,信用
2759,アイフラッグ,Industrials,卸売業,貸借
2760,東京エレクトロン　デバイス,Industrials,卸売業,貸借
2761,トシン・グループ,Industrials,卸売業,信用
2762,三光マーケティングフーズ,Consumer Cyclical,小売業,信用
2763,エフティコミュニケーションズ,Industrials,卸売業,貸借
2764,ひらまつ,Consumer Cyclical,小売業,信用
2766,日本風力開発,Utilities,電気･ガス業,信用
2767,フィールズ,Industrials,卸売業,信用
2768,双日,Industrials,卸売業,貸借
2769,ヴィレッジヴァンガードコーポレーション,Consumer Cyclical,小売業,信用
2772,ゲンキー,Consumer Cyclical,小売業,貸借
2773,ミューチュアル,Industrials,卸売業,信用
2776,クリムゾン,Industrials,卸売業,その他
2777,カッシーナ・イクスシー,Industrials,卸売業,信用
2778,パレモ,Consumer Cyclical,小売業,貸借
2780,コメ兵,Consumer Cyclical,小売業,信用
2782,セリア,Consumer Cyclical,小売業,貸借
2784,アルフレッサ　ホールディングス,Industrials,卸売業,貸借
2786,サッポロドラッグストアー,Consumer Cyclical,小売業,貸借
2788,アップルインターナショナル,Industrials,卸売業,信用
2789,カルラ,Consumer Cyclical,小売業,信用
2790,ナフコ,Consumer Cyclical,小売業,信用
2791,大黒天物産,Consumer Cyclical,小売業,信用
2792,ハニーズ,Consumer Cyclical,小売業,貸借
2795,日本プリメックス,Industrials,卸売業,貸借
2796,ファーマライズホールディングス,Consumer Cyclical,小売業,貸借
2798,ワイズテーブルコーポレーション,Consumer Cyclical,小売業,信用
2801,キッコーマン,Consumer Defensive,食料品,貸借
2802,味の素,Consumer Defensive,食料品,貸借
2804,ブルドックソース,Consumer Defensive,食料品,信用
2805,ヱスビー食品,Consumer Defensive,食料品,信用
2806,ユタカフーズ,Consumer Defensive,食料品,信用
2809,キユーピー,Consumer Defensive,食料品,貸借
2810,ハウス食品グループ本社,Consumer Defensive,食料品,貸借
2811,カゴメ,Consumer Defensive,食料品,貸借
2812,焼津水産化学工業,Consumer Defensive,食料品,信用
2813,和弘食品,Consumer Defensive,食料品,信用
2814,佐藤食品工業,Consumer Defensive,食料品,信用
2815,アリアケジャパン,Consumer Defensive,食料品,貸借
2816,ダイショー,Consumer Defensive,食料品,貸借
2817,ギャバン,Consumer Defensive,食料品,信用
2818,ピエトロ,Consumer Defensive,食料品,信用
2819,エバラ食品工業,Consumer Defensive,食料品,信用
2830,アヲハタ,Consumer Defensive,食料品,信用
2831,はごろもフーズ,Consumer Defensive,食料品,信用
2871,ニチレイ,Consumer Defensive,食料品,貸借
2872,セイヒョー,Consumer Defensive,食料品,信用
2874,横浜冷凍,Industrials,卸売業,貸借
2875,東洋水産,Consumer Defensive,食料品,貸借
2876,ジェーシー・コムサ,Consumer Defensive,食料品,信用
2877,日東ベスト,Consumer Defensive,食料品,信用
2882,イートアンド,Consumer Defensive,食料品,信用
2883,大冷,Consumer Defensive,食料品,信用
2892,日本食品化工,Consumer Defensive,食料品,信用
2894,石井食品,Consumer Defensive,食料品,信用
2897,日清食品ホールディングス,Consumer Defensive,食料品,貸借
2899,永谷園,Consumer Defensive,食料品,貸借
2901,石垣食品,Consumer Defensive,食料品,信用
2903,シノブフーズ,Consumer Defensive,食料品,貸借
2904,一正蒲鉾,Consumer Defensive,食料品,信用
2905,オーケー食品工業,Consumer Defensive,食料品,信用
2907,あじかん,Consumer Defensive,食料品,貸借
2908,フジッコ,Consumer Defensive,食料品,貸借
2910,ロック・フィールド,Consumer Defensive,食料品,貸借
2911,旭松食品,Consumer Defensive,食料品,信用
2914,日本たばこ産業,Consumer Defensive,食料品,貸借
2915,ケンコーマヨネーズ,Consumer Defensive,食料品,貸借
2916,仙波糖化工業,Consumer Defensive,食料品,信用
2917,大森屋,Consumer Defensive,食料品,信用
2918,わらべや日洋,Consumer Defensive,食料品,貸借
